Codigo,Apelido,Razao Social,Endereco,Bairro,Cidade,ES,CEP,DDD/TEL/FAX,CNPJ,INSC.Estadual,Contato,Email,order_1,order_2,order_3,order_4,order_5,order_6,order_7,order_8,order_9,order_10,order_11,order_12,order_13,order_14,order_15,order_16,order_17,order_18,order_19,order_20,order_21,order_22,order_23,order_24,order_25,order_26,order_27,order_28,order_29,order_30,order_31,order_32,order_33,order_34,order_35,order_36,order_37,order_38,order_39,order_40,order_41,order_42,order_43,order_44,order_45,order_46,order_47,order_48,order_49,order_50,last_order
111,ANTHOLOGIA,ANTHOLOGIA CONFECCOES LTDA,"AV. SAO PAULO,  878",SAO GERALDO,PORTO ALEGRE,RS,90230-160,051 / 3395-4101 / 3222-4855,04.813.845/0001-57,096/2884588,,anthologia@terra.com.br,"['B26283', '034420', '22/09/2015', '104.00', '21', 'Singular']","['008000', '054587', '24/08/2015', '39.00', '11', 'Singular(F)']","['799000', '033607', '21/08/2015', '389.00', '61', 'Singular']","['B23365', '033297', '05/08/2015', '106.50', '21', 'Singular']","['B23366', '054231', '05/08/2015', '111.50', '21', 'Singular(F)']","['788000', '054020', '21/07/2015', '113.50', '21', 'Singular(F)']","['782000', '053819', '13/07/2015', '244.00', '51', 'Singular(F)']","['767000', '053008', '10/06/2015', '468.30', '91', 'Singular(F)']","['B27472', '052901', '01/06/2015', '223.80', '41', 'Singular(F)']","['704000', '030604', '07/04/2015', '377.20', '81', 'Singular']","['694000', '030290', '24/03/2015', '1201.00', '222', 'Singular']","['00A685', '023842', '20/03/2015', '15.00', '11', 'Intercommerce']","['000684', '030201', '20/03/2015', '53.00', '21', 'Singular']","['694000', '051278', '20/03/2015', '52.00', '11', 'Singular(F)']","['690000', '051173', '19/03/2015', '173.00', '31', 'Singular(F)']","['B16371', '050635', '19/02/2015', '220.10', '41', 'Singular(F)']","['14946C', '029014', '27/01/2015', '1.00', '11', 'Singular']","['14946B', '022888', '23/01/2015', '126.00', '21', 'Intercommerce']","['B14946', '050172', '23/01/2015', '393.50', '71', 'Singular(F)']","['14946A', '028934', '23/01/2015', '712.50', '132', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-22
116,ANTONIO FERREIRA,ANTONIO FERREIRA BRAGA & CIA,"RUA MACIEL PINHEIRO, 377 A",CENTRO,CAMPINA GRANDE,PB,58400-100,83 / 3343-7561 / 3341 3202,08.722.118/0001-35,16.061.515-1,,boscabraga@hotmail.com,"['B12527', '030404', '27/03/2015', '463.60', '182', 'Singular']","['B12531', '030402', '27/03/2015', '546.10', '112', 'Singular']","['B12528', '023997', '27/03/2015', '202.30', '61', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-27
125,APARECIDA TECEL,TECELAGEM APARECIDA LTDA,"RUA COMISSARIO OCTAVIO QUEIROZ, 741ED.CAMBURI LOJA 113",JD. DA PENHA,VITORIA,ES,29060-270,027 / 3227-7626 / 3314-1156,39.624.283/0001-88,081.680.171,SR.CASER,tecelagemaparecida@terra.com.b,"['001178', '048292', '26/01/2018', '363.20', '81', 'Singular']","['118000', '003265', '26/01/2018', '110.00', '21', 'Intercommerce(F)']","['117900', '067204', '26/01/2018', '83.50', '41', 'Singular(F)']","['0N4856', '045607', '08/09/2017', '59.70', '11', 'Singular']","['001136', '000219', '26/05/2017', '208.50', '31', 'Intercommerce(F)']","['0M4400', '030821', '07/11/2016', '106.50', '21', 'Intercommerce']","['0Q1061', '030190', '07/10/2016', '348.00', '71', 'Intercommerce']","['0T1058', '029690', '23/08/2016', '112.00', '21', 'Intercommerce']","['0M2552', '038309', '15/08/2016', '113.00', '21', 'Singular']","['0M2553', '038162', '03/08/2016', '105.00', '21', 'Singular']","['0B5077', '059548', '13/07/2016', '601.50', '112', 'Singular(F)']","['0S1042', '028397', '08/04/2016', '147.00', '31', 'Intercommerce']","['JA1041', '057968', '08/04/2016', '127.60', '91', 'Singular(F)']","['JA1043', '057969', '08/04/2016', '57.00', '11', 'Singular(F)']","['001030', '057356', '26/02/2016', '162.00', '31', 'Singular(F)']","['001024', '027578', '19/02/2016', '92.20', '21', 'Intercommerce']","['001023', '035728', '05/02/2016', '51.30', '11', 'Singular']","['JA1014', '056665', '07/01/2016', '94.50', '21', 'Singular(F)']","['0S1012', '035181', '11/12/2015', '322.50', '132', 'Singular']","['0S1013', '026604', '11/12/2015', '25.00', '11', 'Intercommerce']","['00A987', '056071', '18/11/2015', '162.00', '81', 'Singular(F)']","['JAI989', '056011', '16/11/2015', '60.00', '31', 'Singular(F)']","['000988', '055964', '12/11/2015', '200.00', '102', 'Singular(F)']","['JAI985', '055317', '07/10/2015', '114.00', '21', 'Singular(F)']","['JAI954', '053464', '30/06/2015', '50.00', '11', 'Singular(F)']","['0JA953', '032393', '29/06/2015', '207.70', '41', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,2018-01-26
127,ARAMODU,CONFECCOES ARAMODU LTDA,"RUA PROFESSOR CESARE LOMBROSO, 223",BOM RETIRO,SAO PAULO,SP,01122-021,11 / 3222-9501 / 3222-7610,60.991.254/0001-40,112.372.060.113,,fiscal@aramodu.com.br,"['B72753', 'Corte', '25/09/2017', '3.00', '11', 'Singular(F)']","['ZA0188', '039545', '23/09/2016', '505.40', '91', 'Singular']","['B15752', '028756', '16/01/2015', '187.00', '41', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-25
162,ATROZ,ATROZ CONFECCOES LTDA,"R. RIO DE JANEIRO, 2302",LOURDES,BELO HORIZONTE,MG,30160-042,031 / 2555-1441 / ,41.949.470/0001-83,062.808.802.0084,,atrozconfec@terra.com.br,"['120702', '059618', '15/07/2016', '129.00', '21', 'Singular(F)']","['150601', '037459', '17/06/2016', '100.00', '21', 'Singular']","['130502', '036931', '17/05/2016', '98.00', '21', 'Singular']","['170401', '036652', '19/04/2016', '198.00', '41', 'Singular']","['101201', '035182', '11/12/2015', '149.00', '31', 'Singular']","['0L5296', '035154', '08/12/2015', '97.00', '21', 'Singular']","['029393', '056083', '18/11/2015', '240.00', '51', 'Singular(F)']","['029368', '055065', '23/09/2015', '118.10', '41', 'Singular(F)']","['29362A', '054946', '14/09/2015', '48.00', '11', 'Singular(F)']","['029362', '054945', '14/09/2015', '49.00', '11', 'Singular(F)']","['N12686', '052757', '26/05/2015', '45.00', '11', 'Singular(F)']","['012685', '052576', '18/05/2015', '130.00', '31', 'Singular(F)']","['012691', '031449', '15/05/2015', '75.00', '21', 'Singular']","['012690', '024768', '15/05/2015', '109.00', '21', 'Intercommerce']","['E12785', '052061', '27/04/2015', '218.00', '51', 'Singular(F)']","['0K9590', '030597', '07/04/2015', '53.00', '11', 'Singular']","['016009', '051172', '19/03/2015', '241.00', '51', 'Singular(F)']","['015443', '029178', '03/02/2015', '404.00', '91', 'Singular']","['0K7745', '028579', '06/01/2015', '108.00', '21', 'Singular']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-15
164,ATUAL CONFECÇÕES,ATUAL CONFECCOES LTDA EPP,"RUA GERALDO TEIXEIRA DA COSTA, 141",FLORESTA,BELO HORIZONTE,MG,30150-120,31 / 3503-9800 / ,38.556.601/0001-58,062.656.514.00-21,,danfeatual@terra.com.br,"['0P8936', '071947', '04/09/2018', '416.30', '81', 'Singular(F)']","['0ATU69', '055680', '21/08/2018', '846.00', '162', 'Singular']","['0P9477', '055424', '20/08/2018', '7.00', '11', 'Singular']","['AT2284', '054832', '07/08/2018', '4.00', '11', 'Singular']","['0AT921', '071071', '02/08/2018', '186.00', '31', 'Singular(F)']","['AT3006', '054199', '26/07/2018', '3.00', '11', 'Singular']","['0P8220', '054034', '23/07/2018', '404.30', '81', 'Singular']","['0P3121', '053395', '17/07/2018', '590.00', '122', 'Singular']","['0P3122', '051442', '15/05/2018', '605.00', '122', 'Singular']","['AT5221', '051231', '03/05/2018', '205.50', '51', 'Singular']","['TUAL08', '004384', '23/04/2018', '56.30', '31', 'Intercommerce(F)']","['0P3101', '050894', '19/04/2018', '10.50', '11', 'Singular']","['ATUAL1', '004347', '18/04/2018', '637.40', '152', 'Intercommerce(F)']","['B39157', '050199', '29/03/2018', '10.00', '11', 'Singular']","['0ATU02', 'Corte', '20/03/2018', '3.00', '31', 'Singular(F)']","['0ATU01', 'Corte', '19/03/2018', '1.37', '11', 'Singular(F)']","['002853', 'Corte', '17/01/2017', '3.00', '11', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-04
176,BABEL,BABEL COMERCIAL LTDA,"RUA DR. COSTA VALENTE, 238",BRAS,SAO PAULO,SP,03052-000,011 / 2693-9782 / 2692-2421,43.821.842/0001-17,109.068.346.110,,babel@babelcomercial.com.br,"['B12583', '030754', '14/04/2015', '9.00', '31', 'Singular']","['B12584', '051715', '13/04/2015', '3.00', '11', 'Singular(F)']","['B22286', '028939', '23/01/2015', '483.50', '91', 'Singular']","['GE1248', '022565', '06/01/2015', '5.00', '11', 'Intercommerce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-14
201,BELINDA,BELINDA MODAS LTDA,"RUA SILVA PINTO, 166",BOM RETIRO,SÃO PAULO,SP,01126-010,011 / 3331-2174 / 3222-9108,52.286.135/0001-69,110.743.911.112,,financeiro@practory.com.br,"['019488', '090837', '11/11/2020', '1014.00', '172', 'Singular(F)']","['019395', 'Corte', '06/11/2020', '1.00', '11', 'Singular(F)']","['018531', '090199', '24/09/2020', '60.00', '11', 'Singular(F)']","['017895', 'Corte', '03/09/2020', '2.00', '11', 'Singular(F)']","['017489', '089527', '24/08/2020', '1011.90', '192', 'Singular(F)']","['017486', '003703', '24/08/2020', '608.80', '122', 'FIBRA FANTASIA']","['0R7546', '072201', '09/03/2020', '1522.00', '252', 'Singular']","['0R6116', '072056', '26/02/2020', '541.00', '102', 'Singular']","['0R6103', '071794', '14/02/2020', '769.50', '182', 'Singular']","['0R6102', '070924', '23/01/2020', '711.00', '122', 'Singular']","['0R6117', '070923', '23/01/2020', '674.00', '112', 'Singular']","['0R6114', '086043', '22/01/2020', '652.00', '142', 'Singular(F)']","['0R6115', '070427', '13/01/2020', '1296.00', '192', 'Singular']","['101582', '084928', '02/12/2019', '3341.00', '512', 'Singular(F)']","['011758', '084755', '26/11/2019', '301.50', '262', 'Singular(F)']","['0R1942', '068040', '25/09/2019', '405.50', '382', 'Singular']","['B97739', '067050', '14/08/2019', '821.00', '152', 'Singular']","['006844', '065496', '27/06/2019', '10.00', '21', 'Singular']","['BE5741', '078459', '08/05/2019', '224.60', '252', 'Singular(F)']","['B83468', '077561', '25/03/2019', '826.00', '172', 'Singular(F)']","['BE3451', '077053', '01/03/2019', '215.00', '41', 'Singular(F)']","['003383', '062953', '25/02/2019', '120.00', '122', 'Singular']","['03377A', '062952', '25/02/2019', '355.00', '61', 'Singular']","['B86720', '075636', '24/01/2019', '3.00', '11', 'Singular(F)']","['0BE613', '074571', '11/12/2018', '100.00', '21', 'Singular(F)']","['0Q1649', '060497', '07/12/2018', '1659.00', '322', 'Singular']","['BEL517', '074199', '04/12/2018', '741.00', '152', 'Singular(F)']","['B81187', '059414', '16/11/2018', '152.00', '152', 'Singular']","['BEL328', '059545', '16/11/2018', '286.90', '51', 'Singular']","['B81163', '059204', '09/11/2018', '270.40', '142', 'Singular']","['B81826', '058872', '30/10/2018', '2.00', '11', 'Singular']","['0P8347', '058864', '30/10/2018', '201.90', '222', 'Singular']","['B81829', '073286', '29/10/2018', '2.00', '11', 'Singular(F)']","['B81818', '058791', '26/10/2018', '598.00', '102', 'Singular']","['0Q1949', '058583', '22/10/2018', '6.00', '21', 'Singular']","['B81806', '058639', '22/10/2018', '525.00', '102', 'Singular']","['0Q1948', '057992', '11/10/2018', '10.00', '21', 'Singular']","['B80130', '072843', '10/10/2018', '4.00', '11', 'Singular(F)']","['B78431', '072649', '04/10/2018', '2.00', '11', 'Singular(F)']","['B78898', '057235', '21/09/2018', '401.00', '81', 'Singular']","['B76901', '072176', '17/09/2018', '3018.90', '612', 'Singular(F)']","['0P7185', '056670', '04/09/2018', '499.50', '91', 'Singular']","['0P7186', '056688', '04/09/2018', '493.50', '81', 'Singular']","['B77689', '056455', '31/08/2018', '445.10', '192', 'Singular']","['B77654', '056259', '29/08/2018', '409.60', '91', 'Singular']","['B77657', '056111', '28/08/2018', '275.00', '41', 'Singular']","['B77656', '056110', '28/08/2018', '157.00', '31', 'Singular']","['B76925', '071628', '23/08/2018', '46.00', '11', 'Singular(F)']",,,2020-11-11
202,BELLA VITTA,BELLA VITTA CONFECCOES LTDA-ME,"RUA SILVA TELES, 324",BRAS,SAO PAULO,SP,03026-000,011 / 2692-5058 / 2692-5058,04.759.879/0001-00,116.293.341.113,,bellavittaconf@yahoo.com.br,"['021705', '092248', '12/05/2021', '322.00', '61', 'Singular(F)']","['021428', '092118', '28/04/2021', '555.50', '112', 'Singular(F)']","['0S2142', '000140', '28/04/2021', '318.50', '61', 'BELLE']","['B91750', '091844', '08/03/2021', '169.00', '31', 'Singular(F)']","['0S0176', '045852', '03/03/2021', '307.50', '61', 'Intercommerce']","['0S0179', '045858', '03/03/2021', '300.00', '61', 'Intercommerce']","['020806', '091780', '01/03/2021', '298.00', '51', 'Singular(F)']","['020805', 'Corte', '25/02/2021', '2.00', '11', 'Singular(F)']","['0S0175', '045517', '03/02/2021', '260.00', '41', 'Intercommerce']","['0S0174', '045446', '01/02/2021', '159.50', '31', 'Intercommerce']","['0S1099', '045270', '15/01/2021', '685.20', '132', 'Intercommerce']","['020030', '045283', '15/01/2021', '55.00', '11', 'Intercommerce']","['0S0903', '045249', '13/01/2021', '654.90', '112', 'Intercommerce']","['0S1100', '045236', '12/01/2021', '261.00', '51', 'Intercommerce']","['0S0173', '091280', '06/01/2021', '540.00', '112', 'Singular(F)']","['019758', '091199', '14/12/2020', '160.00', '31', 'Singular(F)']","['019755', '091196', '11/12/2020', '202.40', '41', 'Singular(F)']","['0S0902', '045154', '08/12/2020', '462.10', '91', 'Intercommerce']","['019665', '091096', '01/12/2020', '368.50', '61', 'Singular(F)']","['0R9570', '090886', '16/11/2020', '712.80', '132', 'Singular(F)']","['019287', '045010', '28/10/2020', '243.00', '41', 'Intercommerce']","['0R8373', '090580', '20/10/2020', '168.50', '31', 'Singular(F)']","['B94178', '044858', '13/10/2020', '279.00', '51', 'Intercommerce']","['018830', '090440', '13/10/2020', '107.00', '21', 'Singular(F)']","['018825', '003842', '13/10/2020', '173.00', '31', 'FIBRA FANTASIA']","['018823', '044870', '13/10/2020', '477.00', '91', 'Intercommerce']","['B94174', '090402', '08/10/2020', '414.00', '71', 'Singular(F)']","['0R9569', '090389', '08/10/2020', '618.50', '112', 'Singular(F)']","['B94173', '044753', '05/10/2020', '589.00', '102', 'Intercommerce']","['018739', '090342', '05/10/2020', '50.40', '11', 'Singular(F)']","['018620', '044733', '01/10/2020', '366.00', '61', 'Intercommerce']","['018698', '044732', '01/10/2020', '159.00', '31', 'Intercommerce']","['B94172', '000164', '28/09/2020', '151.00', '31', 'FIBRA COLORIDA']","['0R8363', '044583', '15/09/2020', '167.30', '31', 'Intercommerce']","['017835', '089740', '02/09/2020', '406.20', '81', 'Singular(F)']","['017836', '089741', '02/09/2020', '504.00', '91', 'Singular(F)']","['017619', 'Corte', '27/08/2020', '2.00', '11', 'Singular(F)']","['0R8378', '044367', '25/08/2020', '268.00', '51', 'Intercommerce']","['0R8372', '044383', '25/08/2020', '236.00', '41', 'Intercommerce']","['017482', '044356', '24/08/2020', '474.00', '91', 'Intercommerce']","['016447', '088845', '16/07/2020', '349.30', '61', 'Singular(F)']","['016361', '088787', '15/07/2020', '152.90', '31', 'Singular(F)']","['016204', '003535', '07/07/2020', '333.40', '61', 'FIBRA FANTASIA']","['0R5246', 'Corte', '13/03/2020', '17.10', '21', 'Singular']","['0R8312', '088009', '13/03/2020', '299.50', '61', 'Singular(F)']","['0R5249', '088010', '13/03/2020', '100.00', '21', 'Singular(F)']","['0R8314', '088011', '13/03/2020', '302.00', '61', 'Singular(F)']","['0R5247', '088031', '13/03/2020', '14.20', '21', 'Singular(F)']",,,2021-05-12
218,BEST DRESS,BEST DRESS MODAS LTDA,"RUA JOSE PAULINO, 372",BOM RETIRO,SÃO PAULO,SP,01120-001,11 / 3338-1190 / ,72.932.866/0001-41,113.773.440.114,,bestdress372@hotmail.com miasmodas@gmail.com,"['B70486', '067170', '24/01/2018', '397.00', '71', 'Singular(F)']","['0N8494', '038425', '09/01/2018', '150.90', '61', 'Intercommerce']","['0N6697', '038258', '12/12/2017', '626.00', '122', 'Intercommerce']","['0N8390', '037940', '28/11/2017', '255.50', '51', 'Intercommerce']","['0N8490', '037925', '28/11/2017', '500.00', '102', 'Intercommerce']","['B70551', '002386', '13/11/2017', '557.00', '252', 'Intercommerce(F)']","['B70553', '002362', '08/11/2017', '212.00', '41', 'Intercommerce(F)']","['B70552', '066568', '08/11/2017', '378.00', '71', 'Singular(F)']","['B70607', '002292', '01/11/2017', '473.00', '81', 'Intercommerce(F)']","['B70608', '066516', '01/11/2017', '3066.00', '592', 'Singular(F)']","['B54658', '063798', '22/03/2017', '502.00', '102', 'Singular(F)']","['B54657', '063797', '22/03/2017', '345.00', '81', 'Singular(F)']","['B54656', '063799', '22/03/2017', '3263.50', '662', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-24
226,BIDÚ TECIDOS,BIDU TECIDOS E CONFECCOES LTDA,"RUA BARAO DO RIO BRANCO, 386",CENTRO,PRESIDENTE PRUDENTE,SP,19010-000,18 / 3223-5251 / 3223-5251,68.205.897/0001-23,562.008.028.117,,bidu_tecidos@yahoo.com.br,"['0L4976', '026453', '02/12/2015', '102.00', '21', 'Intercommerce']","['MGG21A', '026357', '02/12/2015', '50.00', '11', 'Intercommerce']","['0L4974', '026260', '30/11/2015', '98.30', '21', 'Intercommerce']","['B35293', '026259', '30/11/2015', '57.00', '11', 'Intercommerce']","['0L4971', '026251', '30/11/2015', '46.00', '11', 'Intercommerce']","['0L4973', '026200', '30/11/2015', '57.00', '11', 'Intercommerce']","['B35290', '056175', '26/11/2015', '48.00', '21', 'Singular(F)']","['0MGG18', '026161', '24/11/2015', '52.50', '11', 'Intercommerce']","['0MGG19', '035048', '24/11/2015', '14.80', '11', 'Singular']","['GG5843', '034832', '30/10/2015', '59.20', '21', 'Singular']","['GG2711', '025900', '30/10/2015', '60.00', '11', 'Intercommerce']","['MG1104', '054882', '10/09/2015', '127.00', '31', 'Singular(F)']","['GG0209', '034112', '09/09/2015', '108.70', '31', 'Singular']","['0L3031', '033849', '03/09/2015', '93.80', '21', 'Singular']","['GG2707', '054125', '28/07/2015', '90.00', '21', 'Singular(F)']","['GG5839', '053841', '13/07/2015', '143.30', '31', 'Singular(F)']","['G5834B', '052483', '13/05/2015', '49.90', '11', 'Singular(F)']","['G5834A', '031353', '11/05/2015', '13.70', '11', 'Singular']","['0MGG59', '024539', '30/04/2015', '96.00', '31', 'Intercommerce']","['0MGG05', '051870', '17/04/2015', '95.00', '21', 'Singular(F)']","['MGG05A', '030779', '15/04/2015', '73.00', '11', 'Singular']","['0MGG04', '024291', '15/04/2015', '67.30', '11', 'Intercommerce']","['GG5935', '030323', '25/03/2015', '171.00', '31', 'Singular']","['GG2003', '023930', '25/03/2015', '51.60', '11', 'Intercommerce']","['MG5822', '050463', '10/02/2015', '264.80', '61', 'Singular(F)']","['GG3001', '023164', '06/02/2015', '67.50', '11', 'Intercommerce']","['GG5930', '028687', '13/01/2015', '415.00', '81', 'Singular']","['GG0901', '022638', '13/01/2015', '87.90', '21', 'Intercommerce']","['GG0902', '050000', '13/01/2015', '217.60', '51', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,2015-12-02
249,BORAME,MODAS BORAME LTDA EPP,"RUA PROF. CESARE LOMBROSO, 181",BOM RETIRO,SAO PAULO,SP,01122-021,11 / 223-5069 / 221-7528,51.006.161/0002-04,113.348.483.110,,borame.nf@gmail.com borameitalianos@bol.com.br,"['B67551', '035185', '26/07/2017', '4.00', '21', 'Intercommerce']","['B56567', '033207', '23/03/2017', '305.00', '51', 'Intercommerce']","['B56566', '063816', '22/03/2017', '327.90', '142', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-26
255,BRASIL EM GOTAS,BRASIL EM GOTAS LTDA,"RUA ARAGUARI, 1180",SANTO AGOSTINHO,BELO HORIZONTE,MG,30190-111,031 / 3292-6505 / 3281-6535,22.513.543/0001-45,062.508.229.0079,SANDRA,vanderleia@brasilemgotas.com.br,"['000240', '037616', '08/11/2017', '159.00', '41', 'Intercommerce']","['002906', '043441', '10/05/2017', '1.00', '11', 'Singular']","['2905AB', '064779', '05/05/2017', '5.00', '21', 'Singular(F)']","['838000', '062156', '07/12/2016', '47.00', '11', 'Singular(F)']","['002725', '058466', '10/05/2016', '99.50', '21', 'Singular(F)']","['002719', 'Corte', '22/04/2016', '3.00', '11', 'Singular']","['002712', '057782', '30/03/2016', '11.00', '51', 'Singular(F)']","['002711', '028277', '29/03/2016', '3.00', '11', 'Intercommerce']","['002687', 'Corte', '10/02/2016', '2.00', '11', 'Singular(F)']","['002598', 'Corte', '05/10/2015', '2.20', '21', 'Singular(F)']","['002584', '054832', '08/09/2015', '169.30', '41', 'Singular(F)']","['002476', '051603', '07/04/2015', '187.80', '41', 'Singular(F)']","['002440', '051404', '26/03/2015', '64.00', '21', 'Singular(F)']","['002446', '051371', '25/03/2015', '177.50', '41', 'Singular(F)']","['002441', '050874', '06/03/2015', '90.00', '21', 'Singular(F)']","['002433', '050759', '27/02/2015', '2.00', '11', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-08
258,BRASIL TECIDOS,BRASIL TECIDOS LTDA - MATRIZ,"RUA OSVALDO CRUZ, 100",CENTRO,SÃO LUIS,MA,65020-250,98 / 3231-0445 / ,00.102.744/0001-17,12.138.288-5,,casasbrasil@casasbrasil.net.br,"['017191', '089353', '13/08/2020', '1233.70', '242', 'Singular(F)']","['017190', '089352', '13/08/2020', '1721.60', '342', 'Singular(F)']","['0R4426', '069413', '08/11/2019', '1351.00', '262', 'Singular']","['0R4423', '068797', '22/10/2019', '428.50', '81', 'Singular']","['0R4432', '068599', '10/10/2019', '247.00', '51', 'Singular']","['0R4419', '068412', '04/10/2019', '587.00', '112', 'Singular']","['02632A', '068302', '01/10/2019', '140.00', '71', 'Singular']","['99451A', '068184', '27/09/2019', '425.00', '91', 'Singular']","['BT9205', '082499', '23/09/2019', '1023.60', '162', 'Singular(F)']","['009204', '043804', '20/09/2019', '637.00', '122', 'Intercommerce']","['009203', '067976', '20/09/2019', '227.00', '41', 'Singular']","['0R1134', '066614', '02/08/2019', '182.00', '31', 'Singular']","['0R1121', '065848', '05/07/2019', '908.50', '172', 'Singular']","['0R1126', '079652', '01/07/2019', '227.00', '41', 'Singular(F)']","['0R1127', '065514', '28/06/2019', '331.50', '61', 'Singular']","['0R1137', '079605', '28/06/2019', '149.00', '31', 'Singular(F)']","['0R1136', '043011', '26/06/2019', '103.00', '21', 'Intercommerce']","['0R1135', '042967', '25/06/2019', '849.00', '152', 'Intercommerce']","['BT6356', '078880', '03/06/2019', '812.90', '262', 'Singular(F)']","['006354', '065062', '03/06/2019', '448.20', '81', 'Singular']","['06355A', '042671', '03/06/2019', '60.00', '11', 'Intercommerce']","['B28877', '025486', '11/09/2015', '501.50', '102', 'Intercommerce']","['28874B', '034238', '11/09/2015', '1579.30', '352', 'Singular']","['028873', '054925', '11/09/2015', '449.80', '102', 'Singular(F)']",,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-13
